"latitude","longitude","stn","name"
"46.8","-71.383","727140","QUEBEC AIRPORT"
"47.8","-69.55","727150","RIVIERE DU LOUP"
"47.017","-65.45","727170","CHATHAM"
"48.6","-68.2","727180","MONT JOLI AIRPORT"
"46.05","-74.283","727200","STE AGATHE DES MONT"
"46.367","-75.983","727220","MANIWAKI"
"48.05","-77.783","727250","VAL DOR"
"48.2","-78.833","727255","ROUYN AIRPORT"
"47.917","-74.617","727260","PARENT (MARS)"
"48.333","-71","727270","BAGOTVILLE(CAN-MIL)"
"48.517","-72.267","727280","ROBERVAL AIRPORT"
"46.617","-80.8","727300","SUDBURY AIRPORT"
"46.367","-79.417","727310","NORTH BAY AIRPORT"
"45.883","-82.567","727330","GORE BAY AIRPORT"
"46.467","-84.367","727340","SAULT STE MARIE SANDERSON FIE"
"46.25","-84.467","727344","CHIPPEWA CO INTL"
"46.483","-84.367","727345","SAULT STE MARIE SANDERSON FIE"
"45.571","-84.796","727347","PELLSTON EMMET COUNTY AP"
"47.7","-79.85","727350","EARLTON AIRPORT"
"52.8","173.167","727370","DATSAV3 VIRT STATION (UNITED STATES)"
"46.483","-84.5","727375","SAULT STE MARIE"
"47.967","-84.783","727380","WAWA AIRPORT"
"48.567","-81.367","727390","TIMMINS AIRPORT"
"45.933","-90.45","727410","PARK FALLS MUNI"
"45.633","-89.467","727415","RHINELANDER ONEIDA"
"45.4","-83.817","727417","PRESQUE ISLE/ROGERS"
"46.533","-87.55","727430","MARQUETTE COUNTY ARPT"
"45.3","-85.267","727434","CHARLEVOIX"
"45.867","-84.633","727435","MACKINACK ISLAND"
"44.983","-85.2","727436","ANTRIM CO ARPT"
"45.817","-88.117","727437","IRON MOUNTAIN/FORD"
"47.169","-88.506","727440","HANCOCK HOUGHTON CO AP"
"47.05","-91.75","727444","TWO HARBORS"
"46.533","-90.133","727445","IRONWOOD (AWOS)"
"46.417","-92.8","727449","MOOSE LAKE CO ARPT"
"46.844","-92.194","727450","DULUTH INTERNATIONAL ARPT"
"47.85","-96.617","727452","CROOKSTON MUNI FLD"
"46.901","-95.068","727453","PARK RAPIDS MUNICIPAL AP"
"47.833","-90.383","727454","GRAND MARAIS MUNI"
"47.387","-92.839","727455","HIBBING CHISHOLM-HIBBING AP"
"46.767","-92.083","727456","DULUTH HARBOR (CGS)"
"46.833","-95.883","727457","DETROIT LAKES(AWOS)"
"47.217","-93.517","727458","GRAND RAPIDS(AWOS)"
"47.817","-91.833","727459","ELY MUNI"
"44.983","-96.183","727466","MADISON"
"49.317","-94.9","727467","FLAG ISLAND"
"47.783","-93.65","727468","BIGFORK"
"48.566","-93.403","727470","INTERNATIONAL FALLS INTL AP"
"46.267","-92.567","727473","CRANE LAKE (AWOS)"
"47.4","-92.5","727474","EVELETH MUNI (AWOS)"
"45.883","-93.267","727475","MORA MUNI (AWOS)"
"48.728","-94.61","727476","BAUDETTE INTERNATIONAL AP"
"48.85","-95.7","727477","ROSEAU MUNI (AWOS)"
"48.783","-96.95","727478","HALLOCK"
"48.75","-91.617","727480","ATIKOKAN (AUT)"
"48.15","-94.517","727486","WASKISH MUNI AIRPT"
"48.367","-89.317","727490","THUNDER BAY AIRPORT"
"46.983","-94.183","727497","LONGVILLE MUNI AIRP"
"45.567","-93.267","727503","CAMBRIDGE MUNI"
"46.55","-93.683","727504","AITKIN NDB(AWOS)"
"47.583","-95.767","727505","FOSSTON(AWOS)"
"43.917","-95.117","727506","WINDOM"
"45.317","-95.65","727507","BENSON MUNI"
"46.717","-94.383","727508","PINE RIVER"
"46.383","-94.8","727514","STAPLES"
"45.3","-96.417","727515","ORTONVILLE"
"44.75","-94.067","727517","GLENCOE MUNI"
"46.925","-96.811","727530","FARGO HECTOR INTERNATIONAL AP"
"45.7","-96.5","727533","WHEATON NDB (AWOS)"
"46.93","-98.678","727535","JAMESTOWN MUNICIPAL ARPT"
"47.5","-94.933","727550","BEMIDJI MUNICIPAL"
"48.067","-96.183","727555","THIEF RIVER(AWOS)"
"47.2","-91.4","727556","SILVER BAY"
"43.667","-92.933","727566","AUSTIN MUNI"
"48.117","-98.9","727572","DEVILS LAKE(AWOS)"
"48.117","-98.917","727573","DEVILS LAKE(AWOS)"
"47.967","-97.4","727575","GRAND FORKS AFB"
"47.949","-97.176","727576","GRAND FORKS INTERNATIONAL AP"
"46.017","-102.65","727584","HETTINGER"
"46.774","-100.748","727640","BISMARCK MUNICIPAL ARPT"
"46.797","-102.802","727645","DICKINSON MUNICIPAL AP"
"48.195","-103.642","727670","WILLISTON SLOULIN INTL AP"
"48.417","-101.35","727675","MINOT AFB"
"48.259","-101.281","727676","MINOT FAA AP"
"48.214","-106.621","727680","GLASGOW INTL ARPT"
"48.417","-106.533","727685","GLASGOW AFB"
"48.1","-105.583","727686","WOLF POINT INTL"
"47.7","-104.2","727687","SIDNEY-RICHLAND"
"46.606","-111.964","727720","HELENA REGIONAL AIRPORT"
"46.921","-114.093","727730","MISSOULA INTERNATIONAL AP"
"47.473","-111.382","727750","GREAT FALLS INTL ARPT"
"47.517","-111.183","727755","MALMSTROM AFB"
"48.559","-109.78","727770","HAVRE CITY-COUNTY AP"
"48.304","-114.264","727790","KALISPELL GLACIER PK INT'L AR"
"48.608","-112.376","727796","CUT BANK MUNI AP"
"46.564","-120.534","727810","YAKIMA AIR TERMINAL"
"47.293","-121.337","727815","STAMPEDE PASS"
"47.4","-120.2","727825","WENATCHEE/PANGBORN"
"47.304","-119.514","727826","EPHRATA AP FCWOS"
"47.2","-119.317","727827","MOSES LAKE/GRANT CO"
"46.375","-117.014","727830","LEWISTON NEZ PERCE CNTY AP"
"47.767","-116.817","727834","COEUR D`ALENE(AWOS)"
"47.467","-115.8","727836","MULLAN (AWRS)"
"46.567","-119.6","727840","HANFORD"
"46.267","-119.117","727845","PASCO/TRI-CITIES"
"46.095","-118.287","727846","WALLA WALLA CITY COUNTY AP"
"47.621","-117.528","727850","SPOKANE INTERNATIONAL AP"
"47.967","-117.417","727854","DEER PARK ARPT"
"47.617","-117.65","727855","FAIRCHILD AFB"
"47.683","-117.317","727856","FELTS FLD"
"46.75","-117.117","727857","PULLMAN/MOSCOW RGNL"
"47.033","-120.533","727883","ELLENSBURG/BOWERS"
"48.117","-123.5","727885","WILLIAM R FAIRCHILD"
"48.417","-119.533","727890","OMAK"
"46.158","-123.878","727910","ASTORIA REGIONAL AIRPORT"
"45.617","-122.65","727918","PEARSON FLD"
"46.973","-122.903","727920","OLYMPIA AIRPORT"
"46.971","-123.937","727923","HOQUIAM AP"
"47.233","-123.15","727925","SHELTON/SANDERSON"
"46.483","-122.8","727926","TOLEDO-WINLOCK MEM"
"46.971","-123.937","727927","HOQUIAM AP"
"47.483","-122.75","727928","BREMERTON NATIONAL"
"47.461","-122.314","727930","SEATTLE SEATTLE-TACOMA INTL A"
"47.483","-122.217","727934","RENTON MUNI"
"47.533","-122.3","727935","SEATTLE/BOEING FLD"
"47.9","-122.283","727937","SNOHOMISH CO"
"47.267","-122.567","727938","TACOMA NARROWS"
"47.934","-124.561","727970","QUILLAYUTE STATE AIRPORT"
"48.35","-122.65","727975","WHIDBEY ISLAND NAS"
"48.794","-122.537","727976","BELLINGHAM INTL AP"
"48.517","-123.017","727985","FRIDAY HARBOR"
"48.65","-123.433","727990","VICTORIA INTL ARPT"
"48.367","-123.75","727995","VICTORIA MARINE RAD"
"47.617","-52.75","728010","ST JOHNS/TORBAY"
"46.883","-55.417","728020","SAINT LAWRENCE"
"48.95","-54.567","728030","GANDER INTL AIRPORT"
"49.217","-57.4","728040","SAGLEK (BAY)"
"47.283","-54","728070","ARGENTIA (MARS)"
"51.433","-57.217","728080","BLANC SABLON ARPT"
"49.85","-64.45","728100","PORT MENIER (MARS)"
"50.25","-63.6","728105","HAVRE ST PIERRE"
"50.217","-66.267","728110","SEPT-ILES AIRPORT"
"51.85","-63.283","728120","LAKE EON"
"50.183","-61.8","728130","NATASHQUAN AIRPORT"
"48.533","-58.55","728150","STEPHENVILLE ARPT"
"53.317","-60.417","728160","GOOSE BAY AIRPORT"
"52.25","-55.6","728170","BATTLE HARBOUR"
"53.7","-57.033","728180","CARTWRIGHT"
"51.367","-55.633","728190","SAINT ANTHONY"
"49.767","-77.8","728210","MATAGAMI AIRPORT"
"49.817","-74.417","728220","CHIBOUGAMAU-CHAPAIS"
"51.95","-68.133","728241","GAGNON"
"52.933","-66.867","728250","WABUSH LAKE AIRPORT"
"53.2","-70.9","728260","PANGNIRTUNG"
"54.8","-66.817","728280","SCHEFFERVILLE ARPT"
"49.417","-82.467","728310","KAPUSKASING AIRPORT"
"49.7","-86.95","728340","GERALDTON AIRPORT"
"51.267","-80.65","728360","MOOSONEE (SAWR)"
"50.283","-88.9","728410","ARMSTRONG (MARS)"
"50.117","-91.9","728420","SIOUX LOOKOUT ARPT"
"49.833","-92.75","728425","DRYDEN AIRPORT"
"51.467","-90.2","728450","PICKLE LAKE"
"53.833","-89.867","728480","BIG TROUT LAKE"
"49.8","-94.367","728500","KENORA AIRPORT"
"49.9","-98.267","728510","PORTAGE SOUTHPORT A"
"49.9","-97.233","728520","WINNIPEG INTL ARPT"
"51.067","-93.817","728540","RED LAKE AIRPORT"
"51.1","-100.05","728550","DAUPHIN AIRPORT"
"50.617","-96.983","728560","GIMLI"
"54.683","-101.683","728575","FLIN FLON AIRPORT"
"53.183","-99.267","728580","GRAND RAPIDS (MARS)"
"50.383","-102.583","728610","BROADVIEW"
"49.067","-103","728620","ESTEVAN AIRPORT"
"50.433","-104.667","728630","REGINA AIRPORT"
"50.333","-105.55","728640","MOOSE JAW (CAN-MIL)"
"51.767","-104.2","728650","WYNYARD"
"52.167","-106.683","728660","SASKATOON AIRPORT"
"53.967","-101.1","728670","THE PAS AIRPORT"
"52.867","-102.4","728680","HUDSON BAY"
"53.217","-105.683","728690","PRINCE ALBERT ARPT"
"50.283","-107.683","728700","SWIFT CURRENT ARPT"
"53.35","-110.833","728710","LLOYDMINSTER ARPT"
"50.017","-110.717","728720","MEDICINE HAT ARPT"
"52.1","-111.45","728730","CORONATION (MARS)"
"49.633","-112.8","728740","LETHBRIDGE AIRPORT"
"49.5","-113.95","728750","PINCHER CREEK (AUT)"
"52.767","-108.25","728760","NORTH BATTLEFORD"
"51.1","-114.017","728770","CALGARY INTNL ARPT"
"52.183","-113.9","728780","RED DEER AIRPORT"
"53.567","-113.517","728790","EDMONTON MUNICIPAL"
"49.6","-115.783","728800","CRANBROOK AIRPORT"
"53.583","-116.45","728810","EDSON AIRPORT"
"50.967","-118.183","728820","REVELSTOKE AIRPORT"
"52.117","-119.3","728830","BLUE RIVER (MAN)"
"49.3","-117.633","728840","CASTLEGAR AIRPORT"
"50.7","-120.45","728870","KAMLOOPS AIRPORT"
"52.883","-118.067","728880","JASPER"
"49.467","-119.6","728890","PENTICTON AIRPORT"
"49.95","-119.383","728895","KELOWNA APT"
"49.05","-123.867","728900","NANAIMO AIRPORT"
"49.25","-124.833","728905","BALLENAS IL AUTO8"
"50.233","-121.583","728910","LYTTON (READAC)"
"49.183","-123.167","728920","VANCOUVER INTL"
"49.717","-124.9","728930","COMOX (CAN-MIL)"
"49.383","-126.533","728940","ESTEVAN PT. (MARS)"
"50.917","-127.95","728950","BULL HARBOUR (DEAD)"
"53.883","-122.667","728960","PRINCE GEORGE ARPT"
"52.267","-128.717","728970","MCINNES ISLAND"
"54.3","-130.433","728980","PRINCE RUPERT ARPT"
"54.25","-133.05","728990","LANGARA"
"55.45","-60.233","729000","HOPEDALE (MAPS)"
"55.333","-63.217","729010","BORDER (MAPS)"
"55.283","-77.767","729050","KUUJJUARAPIK ARPT"
"58.1","-68.417","729060","KUUJJUAQ AIRPORT"
"63.75","-68.55","729090","IQALUIT"
"56.35","-94.7","729120","GILLAM AIRPORT"
"58.75","-94.067","729130","CHURCHILL AIRPORT"
"64.2","-83.367","729150","CORAL HARBOUR ARPT"
"57.35","-107.133","729200","CREE LAKE (MAPS)"
"55.1","-105.3","729220","LA RONGE AIRPORT"
"74.717","-94.983","729240","RESOLUTE AIRPORT"
"64.3","-96","729260","BAKER LAKE AIRPORT"
"52.383","-114.917","729280","ROCKY MTN HOUSE"
"54.133","-115.667","729300","WHITECOURT AIRPORT"
"56.65","-111.217","729320","FORT MCMURRAY ARPT"
"58.767","-111.117","729330","FORT CHIPEWYAN ARPT"
"60.017","-111.967","729340","FORT SMITH AIRPORT"
"60.85","-115.767","729350","HAY RIVER AIRPORT"
"62.467","-114.45","729360","YELLOWKNIFE AIRPORT"
"67.833","-115.117","729380","COPPERMINE AIRPORT"
"68.933","-116.917","729390","CAPE YOUNG AIRPORT"
"55.183","-118.883","729400","GRANDE PRAIRE ARPT"
"56.233","-120.733","729430","FORT ST. JOHN ARPT"
"55.3","-123.133","729440","MACKENZIE AIRPORT"
"58.833","-122.583","729450","FORT NELSON AIRPORT"
"61.75","-121.233","729460","FORT SIMPSON ARPT"
"70.167","-124.683","729480","CAPE PARRY AIRPORT"
"54.817","-127.183","729500","SMITHERS AIRPORT"
"54.467","-128.583","729510","TERRACE AIRPORT"
"54.233","-125.767","729520","BURNS LAKE"
"60.117","-128.817","729530","WATSON LAKE AIRPORT"
"68.3","-133.483","729570","INUVIK AIRPORT"
"69.45","-133","729590","TUKTOYAKTUK"
"60.717","-135.067","729640","WHITEHORSE AIRPORT"
"61.367","-139.05","729670","BURWASH (AUTO8)"
"41.2","-74.617","740001","SUSSEX"
"40.167","-112.933","740030","DUGWAY PROVING GROU"
"65.283","-126.8","740430","NORMAN WELLS ARPT"
"60.167","-132.75","740450","TESLIN ARPT (AUT)"
"52.117","-124.083","740500","PUNTZI MTN (MARS)"
"55.75","-120.183","740561","DAWSON CREEK"
"58.617","-117.167","740660","HIGH LEVEL AIRPORT"
"56.233","-117.433","740680","PEACE RIVER AIRPORT"
"55.3","-114.783","740690","SLAVE LAKE AIRPORT"
"62.717","-109.167","740730","FORT RELIANCE"
"59.567","-108.483","740760","URANIUM CITY(MARS)"
"55.85","-108.467","740770","BUFFALO NARROWS AUT"
"56.867","-101.067","740780","LYNN LAKE AIRPORT"
"55.8","-97.867","740790","THOMPSON AIRPORT"
"70.45","-68.55","740900","CYLDE AIRPORT"
"66.583","-61.617","740940","CAPE DYER AIRPORT"
"53.25","-131.817","741010","SANDSPIT AIRPORT"
"53.033","-122.517","741030","QUESNEL AIRPORT"
"52.183","-122.067","741040","WILLIAMS LAKE ARPT"
"50","-127.417","741050","PINE ISLAND (MAPS)"
"49.083","-125.767","741060","TOFINO"
"51.933","-131.017","741070","CAPE ST JAMES"
"49.017","-122.367","741080","ABBOTSFORD AIRPORT"
"50.683","-127.367","741090","PORT HARDY AIRPORT"
"50.583","-126.933","741100","ALERT BAY"
"50.783","-128.433","741110","CAPE SCOTT"
"49.367","-121.5","741140","HOPE AIRPORT (MAN)"
"54.417","-110.283","741200","COLD LAKE (CAN-MIL)"
"53.667","-113.467","741210","EDMONTON/NAMAO(MIL)"
"51.183","-115.567","741220","BANFF"
"53.317","-113.583","741230","EDMONTON INTL ARPT"
"54.117","-108.433","741250","MEADOW LAKE AIRPORT"
"50.55","-111.9","741260","BROOKS"
"51.467","-109.167","741290","KINDERSLEY ARPT"
"53.333","-104","741300","NIPAWIN AIRPORT"
"49.167","-105.967","741350","ROCKGLEN (MARS)"
"51.267","-102.467","741380","YORKTON AIRPORT"
"49.917","-99.95","741400","BRANDON AIRPORT"
"53.967","-97.833","741410","NORWAY HOUSE ARPT"
"53.867","-94.667","741450","ISLAND LAKE AIRPORT"
"53.55","-64.1","741820","CHURCHILL FALLS"
"50.233","-57.583","741850","DANIELS HARBOUR"
"49.133","-68.2","741870","BAIE COMEAU AIRPORT"
"48.767","-64.483","741895","GASPE AIRPORT"
"49.267","-54.883","741930","COMFORT COVE"
"47.617","-57.617","741940","BUGEO"
"47.867","-55.85","741950","SAINT ALBANS"
"48.7","-53.083","741960","BONAVISTA"
"47.567","-59.167","741970","PORT-AUX-BASQUES"
"52.8","173.167","742010","DATSAV3 VIRT STATION (UNITED STATES)"
"47.133","-122.483","742060","MC CHORD AFB/TACOMA"
"47.083","-122.583","742070","FORT LEWIS/GRAY AAF"
"47.083","-122.583","742071","GRAY AAF"
"36.433","-79.85","742077","REIDSVILLE/SHILOH"
"38.883","-82.083","742079","MASON COUNTY AIRPOR"
"46.428","-105.886","742300","MILES CITY MUNICIPAL ARPT"
"33.95","-96.4","742513","DURANT"
"34.05","-94.4","743312","DE QUEEN"
"44.05","-75.733","743700","FORT DRUM/WHEELER-S"
"43.9","-69.933","743920","BRUNSWICK NAS"
"42.933","-71.433","743941","GRENIER AFB"
"42.933","-71.433","743945","MANCHESTER AIRPARK"
"42.783","-71.517","743946","NASHUA/BOIRE FIELD"
"52.8","173.167","743950","DATSAV3 VIRT STATION (UNITED STATES)"
"44.883","-63.517","743951","HALIFAX INTL"
"44.983","-64.917","743970","GREENWOOD (CAN-MIL)"
"45.367","-63.267","743980","TRURO (MARS)"
"42.417","-73.283","744104","PITTSFIELD MUNI"
"37.817","-88.55","744652","HARRISBURG"
"38.15","-89.7","744653","SPARTA"
"41.767","-88.467","744655","AURORA MUNICIPAL"
"38.417","-88.417","744656","FAIRFIELD"
"38.517","-89.1","744657","CENTRALIA"
"38.667","-88.45","744658","FLORA"
"38.717","-88.183","744659","OLNEY-NOBLE"
"39.067","-88.533","744661","EFFINGHAM"
"39.533","-89.333","744662","TAYLORSVILLE"
"39.633","-90.783","744663","PITTSFIELD"
"42.117","-87.9","744665","CHICAGO/PALWAUKEE"
"40.15","-89.333","744672","LINCOLN"
"40.655","-73.796","744860","NEW YORK J F KENNEDY INT'L AR"
"40.717","-73.4","744864","REPUBLIC"
"40.85","-72.633","744865","WESTHAMPTON BEACH"
"52.8","173.167","744900","DATSAV3 VIRT STATION (UNITED STATES)"
"42.717","-71.117","744904","LAWRENCE MUNI"
"42.567","-71.6","744905","FORT DEVENS AAF"
"42.2","-72.533","744910","CHICOPEE/WESTOVER"
"42.15","-72.717","744915","WESTFIELD/BARNES"
"42.5","-79.283","744989","DUNKIRK"
"42.85","-73.933","744994","SCHENECTADY AIRPORT"
"36.983","-120.117","745046","MADERA"
"39.5","-121.617","745048","OROVILLE"
"33.033","-116.917","745056","RAMONA"
"36.933","-121.783","745058","WATSONVILLE"
"34.617","-122.317","745060","ALAMEDA NAS"
"37.417","-122.05","745090","MOFFETT FED. AIRFLD"
"38.267","-121.933","745160","TRAVIS AFB/FAIRFLD"
"38.967","-104.817","745310","AIR FORCE ACADEMY"
"37.7","-98.75","745430","PRATT MUNICIPAL"
"37.333","-95.517","745431","PARSONS/TRI CITY"
"39.833","-84.05","745700","WRIGHT-PATERSON AFB"
"38.817","-76.867","745940","ANDREWS AFB"
"38.317","-75.117","745946","OCEAN CITY MUNI APT"
"39","-74.9","745966","CAPE MAY CO"
"37.083","-76.367","745980","LANGLEY AFB/HAMPTON"
"36.633","-80.017","745985","MARTINSVILLE"
"34.55","-120.617","746061","VANDENBERG BOAT HOU"
"35.683","-117.683","746120","CHINA LAKE NAF"
"36.667","-87.5","746710","FORT CAMPBELL (AAF)"
"37.056","-88.774","746715","PADUCAH BARKLEY FIELD"
"36.981","-86.436","746716","BOWLING GREEN WARREN CO AP"
"35.567","-77.05","746925","WARREN FIELD ARPT"
"35","-77.967","746929","DUPLIN CO ARPT"
"35.133","-78.933","746930","FORT BRAGG/SIMMONS"
"35.65","-79.883","746935","ASHEBORO MUNI"
"35.367","-78.733","746936","ERWIN/HARNETT ARPT"
"35.767","-79.05","746939","CHAPEL HILL/WILLIAM"
"35.467","-77.967","746940","GOLDSBORO/WAYNE"
"36.261","-76.175","746941","ELIZABETH CITY MUNICIPAL AP"
"52.8","173.167","746943","DATSAV3 VIRT STATION (UNITED STATES)"
"36.333","-119.95","747020","LEMOORE REEVES NAS"
"34.05","-117.567","747040","ONTARIO INTL ARPT"
"32.833","-115.583","747185","IMPERIAL"
"33.628","-116.16","747187","PALM SPRINGS THERMAL AP"
"33.619","-114.717","747188","BLYTHE RIVERSIDE CO ARPT"
"32.85","-106.1","747320","HOLLOMAN AFB"
"33.9","-106.4","747330","NORTHRUP LANDING ST"
"30.583","-100.65","747335","SONORA"
"32.633","-106.4","747340","WHITE SANDS MISSILE"
"31.917","-98.6","747355","COMMANCHE AIRPORT"
"30.511","-99.766","747400","JUNCTION KIMBLE COUNTY AP"
"31.333","-92.55","747540","ALEXANDRIA INTERNATIONAL"
"30.4","-89.067","747685","GULFPORT BILOXI INT"
"30.417","-88.917","747686","KEESLER AFB/BILOXI"
"30.467","-88.533","747688","PASCAGOULA"
"30.067","-85.583","747750","TYNDALL AFB"
"30.533","-85.183","747760","MARIANNA"
"30.433","-86.683","747770","HURLBURT FIELD (AF)"
"32","-81.133","747804","HUNTER AAF"
"33.983","-83.967","747808","LAWRENCEVILLE"
"30.967","-83.2","747810","MOODY AFB/VALDOSTA"
"34.017","-84.6","747812","MARIETTA COBB"
"27.85","-82.517","747880","MACDILL AFB/TAMPA"
"33.967","-80.467","747900","SHAW AFB/SUMTER"
"33.683","-78.933","747910","MYRTLE BEACH CIV"
"33.817","-78.717","747915","NORTH MYRTLE BEACH"
"28.05","-81.75","747930","WINTERHAVEN"
"28.467","-80.55","747940","CAPE KENNEDY (AFS)"
"28.617","-80.7","747945","NASA SHUTTLE FCLTY"
"28.617","-80.717","747946","NASA SHUTTLE FCLTY"
"28.233","-80.6","747950","PATRICK AFB/COCOA B"
"53.8","-0.75","749007","HOLME"
"33.016","-85.066","749011","LA GRANGE GA/GALLOWAY APT FAA"
"45.583","-70.866","749020","MEGANTIC QUEBEC DOT APT"
"44.316","-77.633","749021","STIRLING ONTARIO DOT"
"40.183","-74.066","749022","BELMAR NJ/SIG CORPS EVANS LAB"
"8.6","-79.916","749025","CHAME  PANAMA"
"8.233","-78.9","749026","REY ISLAND  PANAMA"
"8.85","-79.783","749027","LA CHORRERA  PANAMA"
"9.133","-79.233","749028","PACORA  PANAMA LAJOYA"
"8.25","-80.566","749035","AGUADULCE  PANAMA"
"26.366","-80.1","749044","BOCA RATON FLORIDA AAF"
"27.466","-81.366","749045","SEBRING FLORIDA/HENDRICKS FLD"
"29.883","-97.866","749056","SAN MARCOS TX/EDWARD GARY AFB"
"29.35","-98.449","749058","SAN ANTONIO TEXAS/BROOKS AFB"
"32.266","-64.85","749066","BERMUDA BWI NS"
"34.8","-79.366","749068","MAXTON NC/LAURINBURG MAXTON"
"39.433","-77.449","749070","FREDERICK MD/CAMP DETRICK"
"36.233","-76.133","749072","WEEKSVILLE NORTH CAROLINA NAF"
"32.4","-86.25","749073","MONTGOMERY ALABAMA/GUNTER FLD"
"38.933","-85.916","749074","SEYMOUR INDIANA/FREEMAN FLD"
"38.833","-85.416","749076","JEFFERSON/PROVING GRDS AAF IN"
"35.433","-82.483","749082","HENDERSONVILLE APT"
"32.499","-85.766","749089","TUSKEGEE ALABAMA AAF"
"30.666","-96.55","749091","BRYAN TEXAS AFB"
"37.1","-95.583","749092","COFFEYVILLE KANSAS AAF"
"37.166","-97.033","749097","WINFIELD KS/STROTNER FLD"
"48","-66.683","749103","CAMPBELLTON NEW BRUNSWICK DOT"
"40.733","-73.6","749105","HEMPSTEAD N Y/MITCHEL AFB"
"40.65","-98.083","749111","HARVARD NEBRASKA AAF"
"41.45","-95.066","749113","ATLANTIC IOWA CAA"
"52.383","-0.416","749114","MOLESWORTH   RAF STATION"
"53.383","-2.65","749117","WARRINGTON ENGBURTONWOOD A"
"54.766","-58.45","749118","CAPE HARRISON NEWFOUNDLAND DO"
"58.216","-62.583","749119","HEBRON NEWFOUNDLAND"
"63.95","-22.616","749126","KEFLAVIK /MEEKS FLD WBAS"
"65.933","-36.683","749127","IKATEK GREENLAND"
"60.683","-46.533","749132","SIMIUTAK GREENLAND AB"
"66.033","-53.566","749140","CRUNCHER ISLAND GREENLAND"
"63.433","-51.183","749141","MARRAK POINT GREENLAND"
"67.1","-62.35","749142","PADLOPING ISLAND NWT DOT"
"28.866","-100.516","749155","EAGLE PASS TEXAS AAF"
"34.483","-104.216","749158","FORT SUMNER NEW MEXICO AAF"
"35.533","-100.75","749159","PAMPA TEXAS AAF"
"31.4","-103.516","749160","PECOS TEXAS AAF"
"31.516","-103.133","749161","PYOTE TEXAS AFB"
"31.933","-108.983","749163","RODEO NEW MEXICO CAA"
"33.233","-107.016","749164","ENGLE NEW MEXICO CAA"
"31.833","-107.65","749165","COLUMBUS NEW MEXICO FAA"
"32.516","-111.316","749167","TUCSON ARIZONA/MARANA AAF"
"35.116","-119.3","749170","TAFT CALIFORNIA/GARDNER FIELD"
"35.133","-118.449","749171","TEHACHAPI CALIFORNIA"
"52.216","-174.2","749205","ATKA ALASKA"
"67.433","-150.216","749222","WISEMAN ALASKA WB"
"23.616","87.2","749238","ONDAL INDIA"
"14.666","107.8","749313","DAK TO VIETNAM AI"
"15.116","145.7","749316","SAIPAN MARIANA IS/KOBLER"
"26.383","127.75","749331","OKINAWA RYUKYU IS/YONTAN AB"
"32.083","118.75","749347","NANKING CHINA/TAI CHIAO AF"
"30.583","114.25","749348","HANKOW CHINA"
"36.083","129.566","749388","CHANGGAI GAP /ROK AFS K-3"
"-15.5","167.25","749445","ESPIRITU SANTO NEW HEBRIDES"
"33.416","-115.833","749477","SANDY BEACH CALIFORNIA NAS"
"48.083","11.266","749538","OBERPFAFFENHOFEN GERMANY AD"
"32.533","-116.967","760013","GENERAL ABELARDO L"
"32.633","-115.233","760053","GENERAL RODOLFO SAN"
"31.85","-116.633","760500","ENSENADA"
"31.3","-113.55","760610","PUERTO PENASCO"
"31.633","-106.417","760753","ABRAHAM GONZALEZ IN"
"16.45","-93.067","760754","TUXTLA GUTIERREZ"
"30.367","-109.683","761180","PILARES DE NACOZARI"
"30.617","-106.517","761300","VILLA AHUMADA"
"29.167","-118.317","761510","ISLA GUADALUPE"
"29.083","-110.933","761600","HERMOSILLO INTL"
"28.633","-106.083","762250","CHIHUAHUA UNIVERSIT"
"28.7","-105.967","762253","GENERAL R FIERRO VI"
"28.7","-100.533","762430","PIEDRAS NEGRAS"
"27.283","-112.25","762530","SANTA ROSALIA"
"27.917","-110.883","762550","GUAYMAS-IN-SONORA"
"27.967","-110.917","762555","GENERAL JOSE MARIA"
"27.367","-109.933","762580","CIUDAD OBREGON SON."
"27.433","-99.567","762863","QUETZALCOATL INTL"
"26.017","-111.333","763050","LORETO"
"26.883","-101.433","763420","MONCLOVA"
"26","-98.217","763503","GENERAL LUCIO BLANC"
"25.683","-109.083","763615","VALLE DEL FUERTE IN"
"25.533","-103.433","763820","TORREON AIRPORT"
"25.367","-101.017","763900","SALTILLO"
"25.867","-100.383","763940","AEROP.INTERNACIONAL"
"25.767","-100.1","763943","GENERAL MARIANO ESC"
"25.783","-100.1","763944","MONTERREY/ESCOBEDO"
"25.767","-97.517","763993","GENERAL SERVANDO CA"
"24.167","-110.3","764050","LA PAZ (CITY)"
"24.067","-110.35","764055","GENERAL MANUEL MARQ"
"23.15","-109.717","764056","LOS CABOS INTL"
"24.8","-107.4","764120","CULIACAN (CITY)"
"24.817","-107.4","764125","CULIACAN (CITY)"
"24.117","-104.517","764235","DURANGO INTL"
"23.2","-106.417","764580","COLONIA JUAN CARRAS"
"23.15","-106.25","764591","MAZATLAN/G.BUELNA I"
"23.15","-106.267","764593","GENERAL RAFAEL BUEL"
"23.7","-98.95","764915","CIUDAD VICTORIA"
"23.767","-98.2","764990","SOTO LA MARINA"
"22.883","-102.683","765255","GENERAL LEOBARDO C"
"22.183","-100.983","765390","SAN LUIS POTOSI"
"22.2","-97.85","765480","TAMPICO"
"22.283","-97.85","765491","TAMPICO/GEN FJ MINA"
